Event	Date/Time	Latitude	Longitude	Depth water [m]	Sample label	Press [dbar] (CTD, SEA-BIRD SBE 911plus)	Temp [°C] (CTD, SEA-BIRD SBE 911plus)	Sal (CTD, SEA-BIRD SBE 911plus)	OXYGEN [µmol/kg] (CTD, SEA-BIRD SBE 911plus)	Sal	OXYGEN [µmol/kg]	NITRAT [µmol/kg]	NITRIT [µmol/kg]	N2O [nmol/kg]	PON [µmol/kg] (Measured)	DON [µmol/kg]	POC [µmol/kg] (Measured)	[NH4]+ [µmol/kg]	PHSPHT [µmol/kg]	POP [µmol/kg]	DOP [µmol/kg]	SILCAT [µmol/kg]	bSiO2 [µmol/kg]	CHLORA [µg/kg]
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	122.0	36019	123.1	13.066	34.928	2.0															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	180.4	36017	182.1	12.693	34.912	2.0															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	180.7	36018	182.4	12.698	34.914	2.0															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	240.2	36015	242.5	12.203	34.881	2.1															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	240.3	36016	242.6	12.203	34.882	2.1															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	299.4	36013	302.3	11.413	34.822	2.2															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	299.5	36014	302.4	11.432	34.826	2.2															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	359.5	36011	363.0	10.215	34.746	2.4															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	359.7	36012	363.2	10.205	34.744	2.4															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	419.6	36009	423.8	8.606	34.651	3.0															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	419.7	36010	423.9	8.597	34.649	3.1															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	479.9	36007	484.7	8.076	34.625	3.7															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	480.0	36008	484.8	8.075	34.624	3.7															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	538.8	36005	544.3	7.403	34.597	5.1															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	539.0	36006	544.5	7.450	34.600	5.0															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	598.5	36004	604.7	6.562	34.567	9.4															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	599.0	36003	605.2	6.574	34.570	9.1															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	658.5	36001	665.4	6.132	34.556	13.8															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	658.8	36002	665.7	6.146	34.556	13.6															
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	2.4	202088	2.4	19.738	34.983	181.4	34.999	145.7	8.30	1.12					1.23	1.71			4.52		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	2.6	202089	2.6	19.907	34.986	174.3															
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	2.8	202090	2.8	19.780	34.976	177.5															
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	10.4	202087	10.5	17.072	35.034	56.1		18.7	25.78	1.18					1.05	2.51			11.47		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	20.3	202086	20.5	15.840	35.032	16.8	35.002		28.75	0.40					0.46	2.60			13.90		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	30.5	202085	30.8	14.799	34.985	10.0			29.82	0.30					0.52	2.75			15.98		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	39.7	202084	40.1	14.493	34.984	7.0	34.982		29.61	0.33					0.57	2.70			17.37		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	51.5	202083	52.0	14.092	34.989	1.8															
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	51.9	202082	52.4	14.085	34.988	1.8															
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	52.3	202081	52.8	14.079	34.988	1.8		1.2	29.79	0.26					0.64	2.72			19.46		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	59.2	202080	59.7	13.844	34.979	2.3	34.976		30.12	0.34					0.54	2.68			20.50		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	68.7	202079	69.3	13.653	34.976	1.9			30.40	0.64					0.55	2.65			20.85		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	79.6	202078	80.3	13.545	34.968	1.9	34.968	1.5	31.15	0.41					0.27	2.68			21.54		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	101.0	202077	101.9	13.315	34.955	2.0															
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	101.5	202076	102.4	13.311	34.955	1.9															
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	102.0	202075	102.9	13.304	34.954	1.9	34.956		25.14	1.23					0.11	2.49			19.81		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	118.7	202074	119.8	13.196	34.947	2.0		2.3	20.56	5.20					0.14	2.83			?26.75		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	148.8	202073	150.2	13.046	34.933	2.0	34.935		26.22	2.13					0.41	2.82			23.98		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	200.4	202072	202.3	12.705	34.915	2.0															
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	200.8	202071	202.7	12.695	34.914	2.0															
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	200.8	202070	202.7	12.695	34.914	2.0			22.45	4.13					0.28	2.92			26.41		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	300.3	202068	303.2	11.569	34.835	2.2															
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	300.4	202069	303.3	11.582	34.838	2.2	34.838		26.45	4.23					0.12	2.90			26.06		
M77/3-CTD37	2009-01-08T08:48	-12.033800	-77.789000	300.5	202067	303.4	11.559	34.834	2.2															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	2.1	202122	2.1	20.990	34.997	251.6															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	2.1	202121	2.1	21.081	34.988	247.6															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	10.0	202120	10.1	17.960	34.926	118.2															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	19.6	202119	19.8	17.134	35.041	56.4															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	30.2	202118	30.5	15.682	35.034	17.7															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	39.4	202117	39.8	14.834	34.996	10.1															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	50.3	202115	50.8	14.511	34.997	2.7															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	50.7	202116	51.2	14.510	34.997	2.7															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	59.8	202114	60.3	14.157	34.992	1.8															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	69.2	202113	69.8	13.785	34.970	2.4															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	79.5	202112	80.2	13.602	34.972	2.2															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	89.5	202111	90.3	13.394	34.960	2.5															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	100.3	202109	101.2	13.224	34.949	2.0															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	100.6	202110	101.5	13.224	34.949	2.0															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	119.6	202108	120.7	13.162	34.945	2.0															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	150.2	202107	151.6	13.062	34.938	2.0															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	150.7	202106	152.1	13.059	34.938	2.0															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	199.5	202105	201.4	12.676	34.913	2.0															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	199.8	202104	201.7	12.673	34.913	2.0															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	250.2	202103	252.6	12.339	34.890	2.1															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	250.6	202102	253.0	12.327	34.889	2.1															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	299.5	202101	302.4	11.568	34.836	2.2															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	299.7	202100	302.6	11.568	34.836	2.2															
M77/3-CTD38	2009-01-08T17:14	-12.034200	-77.788800	348.0	202099	351.4	11.170	34.808	2.3															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.6	39022	11.7	19.344	34.988	3.9															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.6	39002	11.7	19.359	34.992	3.5															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.6	39003	11.7	19.392	34.983	3.9															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.6	39017	11.7	19.608	34.989	4.0															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.6	39015	11.7	19.719	34.986	4.0															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.7	39005	11.8	19.348	34.988	3.8															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.7	39007	11.8	19.308	34.987	3.8															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.7	39008	11.8	19.322	34.988	3.7															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.7	39024	11.8	19.276	34.988	157.1															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.7	39010	11.8	19.387	34.992	3.8															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.7	39011	11.8	19.604	34.979	3.8															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.7	39012	11.8	19.548	34.989	4.1															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.7	39013	11.8	19.630	34.984	4.0															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.7	39023	11.8	19.322	34.990	3.8															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.7	39021	11.8	19.444	34.986	4.0															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.7	39016	11.8	19.539	34.981	4.3															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.8	39004	11.9	19.333	34.992	3.8															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.8	39018	11.9	19.559	34.988	4.1															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.8	39019	11.9	19.570	34.988	4.0															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.8	39006	11.9	19.331	34.988	3.8															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.8	39009	11.9	19.316	34.985	3.8															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.8	39001	11.9	19.349	34.973	3.9															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	11.9	39020	12.0	19.512	34.986	4.1															
M77/3-CTD39	2009-01-08T18:08	-12.034200	-77.788800	12.0	39014	12.1	19.558	34.989	4.1															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.4	40024	11.5	18.639	34.989	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.4	40009	11.5	18.701	34.990	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.4	40004	11.5	18.636	34.986	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.5	40016	11.6	18.686	34.988	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.5	40005	11.6	18.655	34.989	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.5	40021	11.6	18.675	34.988	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.5	40010	11.6	18.738	34.990	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.6	40008	11.7	18.687	34.989	2.9															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.6	40002	11.7	18.538	34.998	2.9															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.6	40020	11.7	18.609	34.990	2.9															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.6	40014	11.7	18.694	34.986	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.6	40015	11.7	18.648	34.993	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.7	40011	11.8	18.678	34.984	3.1															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.7	40022	11.8	18.624	34.994	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.7	40019	11.8	18.603	34.995	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.7	40003	11.8	18.634	34.988	2.8															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.7	40017	11.8	18.655	34.986	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.7	40018	11.8	18.660	34.996	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.8	40006	11.9	18.616	34.989	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.8	40013	11.9	18.650	34.992	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.8	40001	11.9	18.551	34.989	2.9															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.8	40023	11.9	18.699	34.987	2.9															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.9	40007	12.0	18.587	35.003	3.0															
M77/3-CTD40	2009-01-08T18:27	-12.034300	-77.788800	11.9	40012	12.0	18.633	34.989	3.0															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.2	41003	11.3	18.643	34.986	2.9															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.2	41008	11.3	18.622	34.988	2.9															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.3	41009	11.4	18.563	34.988	2.9															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.4	41024	11.5	18.482	34.985	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.4	41013	11.5	18.535	34.989	2.9															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.5	41004	11.6	18.594	34.991	3.0															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.5	41007	11.6	18.612	34.987	2.9															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.5	41014	11.6	18.523	34.989	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.5	41018	11.6	18.503	34.989	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.5	41021	11.6	18.496	34.988	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.5	41019	11.6	18.498	34.989	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.5	41012	11.6	18.555	34.989	2.9															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.6	41001	11.7	18.612	34.987	3.0															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.6	41002	11.7	18.581	34.996	2.9															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.6	41023	11.7	18.490	34.988	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.6	41017	11.7	18.509	34.989	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.7	41016	11.8	18.514	34.989	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.7	41015	11.8	18.514	34.989	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.7	41022	11.8	18.480	34.987	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.7	41020	11.8	18.499	34.989	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.8	41005	11.9	18.608	34.989	2.9															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	11.9	41010	12.0	18.545	34.989	2.9															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	12.0	41011	12.1	18.552	34.990	2.8															
M77/3-CTD41	2009-01-08T18:44	-12.034300	-77.788800	12.0	41006	12.1	18.602	34.989	2.9															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.2	42024	12.3	18.743	34.988	3.0															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.2	42019	12.3	18.783	34.989	3.2															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.2	42008	12.3	18.998	34.989	3.4															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.2	42004	12.3	19.169	34.989	3.5															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.2	42014	12.3	18.848	34.990	3.3															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.3	42009	12.4	19.041	34.987	3.4															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.4	42003	12.5	19.046	34.991	3.0															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.5	42005	12.6	18.847	34.990	3.6															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.5	42018	12.6	18.795	34.989	3.1															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.5	42013	12.6	18.896	34.983	3.3															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.6	42020	12.7	18.754	34.988	3.2															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.6	42015	12.7	18.765	34.988	3.2															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.7	42010	12.8	18.839	34.992	3.4															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.7	42023	12.8	18.704	34.991	3.1															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.8	42007	12.9	18.985	34.988	3.5															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	12.9	42012	13.0	18.872	34.992	3.3															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	13.0	42021	13.1	18.748	34.989	3.1															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	13.1	42017	13.2	18.768	34.989	3.2															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	13.1	42016	13.2	18.800	34.988	3.1															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	13.1	42001	13.2	18.907	34.979	3.4															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	13.1	42022	13.2	18.769	34.984	3.1															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	13.2	42002	13.3	18.723	34.996	3.2															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	13.3	42006	13.4	19.074	34.990	3.1															
M77/3-CTD42	2009-01-08T19:01	-12.034200	-77.788800	13.4	42011	13.5	18.915	34.989	3.2															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	2.5	43024	2.5	21.281	34.980	267.1															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	2.5	202139	2.5	21.348	34.953	269.2															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	2.6	43020	2.6	21.267	34.977	268.1															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	2.7	43023	2.7	21.274	34.978	269.3															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	2.7	43018	2.7	21.387	34.969	273.6															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	2.7	43022	2.7	21.271	34.975	268.6															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	2.8	43021	2.8	21.271	34.974	268.3															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	2.8	43019	2.8	21.377	34.980	269.7															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	10.4	202138	10.5	18.443	35.009	118.4															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	20.0	202137	20.2	17.224	35.029	60.1															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	30.1	202136	30.4	15.946	35.039	21.5															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	39.5	202135	39.9	14.765	35.002	9.2															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	49.9	202134	50.4	14.286	34.995	2.0															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	59.7	202133	60.2	13.963	34.986	2.2															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	69.5	202132	70.1	13.596	34.960	3.7															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	78.6	202131	79.3	13.528	34.967	2.5															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	89.6	202130	90.4	13.452	34.965	2.4															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	99.1	202129	100.0	13.344	34.956	2.1															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	119.0	202128	120.1	13.217	34.948	1.9															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	148.7	202127	150.1	13.127	34.942	2.0															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	197.8	202126	199.7	12.805	34.920	2.0															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	246.9	202125	249.3	12.262	34.885	2.1															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	297.3	202124	300.2	11.715	34.848	2.2															
M77/3-CTD43	2009-01-08T20:26	-12.034300	-77.788800	341.8	202123	345.1	10.663	34.775	2.5															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	1.5	202156	1.5	21.251	34.974	271.6															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	10.3	202155	10.4	17.428	35.013	69.7															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	20.8	202154	21.0	17.050	35.086	58.2															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	32.8	202153	33.1	14.900	35.005	7.3															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	39.4	202152	39.8	14.568	35.005	2.3															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	51.0	202151	51.5	14.043	34.979	3.3															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	59.2	202150	59.7	13.727	34.964	3.2															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	70.1	202149	70.7	13.622	34.970	2.3															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	80.2	202148	80.9	13.528	34.968	2.1															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	89.5	202147	90.3	13.364	34.955	1.9															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	98.6	202146	99.5	13.301	34.950	2.0															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	117.9	202145	119.0	13.192	34.946	2.0															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	149.0	202144	150.4	13.108	34.941	2.0															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	198.5	202143	200.4	12.815	34.922	2.0															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	246.8	202142	249.1	12.469	34.899	2.1															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	296.8	202141	299.7	11.972	34.864	2.2															
M77/3-CTD44	2009-01-08T23:39	-12.034200	-77.788800	350.0	202140	353.4	10.829	34.787	2.3															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	2.8	45019	2.8	19.880	34.972	190.6															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	10.1	45018	10.2	16.907	35.002	72.9															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	21.2	45017	21.4	14.946	35.005	11.8															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	29.1	45016	29.4	14.497	35.001	5.4															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	39.7	45015	40.1	14.223	34.997	2.4															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	49.8	45014	50.3	13.976	34.984	2.3															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	58.9	45013	59.4	13.813	34.985	2.0															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	68.7	45012	69.3	13.611	34.971	1.9															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	79.5	45011	80.2	13.562	34.967	1.9															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	88.6	45010	89.4	13.541	34.967	1.9															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	99.0	45009	99.9	13.530	34.966	1.9															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	109.1	45008	110.1	13.516	34.965	2.0															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	118.4	45007	119.5	13.497	34.964	2.0															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	127.9	45006	129.1	13.464	34.962	2.0															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	138.4	45005	139.7	13.338	34.956	2.0															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	159.1	45004	160.6	13.173	34.945	2.0															
M77/3-CTD45	2009-01-09T11:15	-12.087800	-77.670500	178.1	45003	179.8	13.061	34.940	2.0															
