Event	Date/Time	Latitude	Longitude	Depth water [m]	Sample label	Press [dbar] (CTD, SEA-BIRD SBE 911plus)	Temp [°C] (CTD, SEA-BIRD SBE 911plus)	Sal (CTD, SEA-BIRD SBE 911plus)	OXYGEN [µmol/kg] (CTD, SEA-BIRD SBE 911plus)	Sal	OXYGEN [µmol/kg]	NITRAT [µmol/kg]	NITRIT [µmol/kg]	N2O [nmol/kg]	PON [µmol/kg] (Measured)	DON [µmol/kg]	POC [µmol/kg] (Measured)	[NH4]+ [µmol/kg]	PHSPHT [µmol/kg]	POP [µmol/kg]	DOP [µmol/kg]	SILCAT [µmol/kg]	bSiO2 [µmol/kg]	CHLORA [µg/kg]
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	3.2	81024	3.2	24.346	35.196	203.7	35.156		0.00	0.01					0.23	0.53					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	10.4	81023	10.5	23.815	35.075	213.0			0.00	0.01					0.21	0.57					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	19.6	81022	19.8	23.271	35.109	215.7	35.004		0.03	0.01					0.24	0.47					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	30.0	81021	30.3	19.249	34.999	254.9			0.09	0.00					0.27	0.46					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	39.8	81020	40.2	17.317	34.772	254.8	34.773		0.08	0.00					0.31	0.41					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	50.0	81019	50.5	17.348	34.946	245.8			0.40	0.07					0.32	0.48					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	59.4	81018	59.9	15.858	34.686	227.8	34.678		4.16	0.39					0.61	0.74					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	68.4	81017	69.0	15.320	34.805	137.6			14.86	0.43					1.11	1.75					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	79.4	81016	80.1	14.377	34.705	108.6	34.693		17.52	0.17					0.96	1.78					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	88.8	81015	89.6	13.317	34.598	89.9			21.88	0.05					0.26	2.32					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	99.1	81014	100.0	12.876	34.713	13.9	34.706		21.88	0.15					0.14	2.81					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	117.9	81013	119.0	12.614	34.766	6.5			20.46	0.00					0.15	2.77					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	147.0	81012	148.4	12.018	34.772	3.5	34.775		22.46	0.00					0.09	2.70					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	197.0	81011	198.9	11.644	34.816	2.2			21.07	5.09					0.22	2.80					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	296.2	81010	299.1	10.105	34.710	2.6	34.704		34.27	0.08					0.22	2.87					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	395.9	81009	399.8	8.805	34.636	5.3			41.43	0.00					0.22	3.07					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	480.5	81008	485.3	7.617	34.563	18.6	34.560		44.75	0.00					0.08	3.19					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	591.5	81007	597.6	6.650	34.526	27.2			47.04	0.01					0.13	3.27					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	692.2	81006	699.5	5.849	34.507	35.5	34.507		47.98	0.00					0.13	3.24					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	790.6	81005	799.1	5.182	34.505	44.3			48.00	0.00					0.16	3.31					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	888.8	81004	898.6	4.723	34.516	50.6	34.516		47.80	0.00					0.11	3.35					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	987.8	81003	998.9	4.280	34.528	60.5			47.76	0.00					0.12	3.35					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	1482.8	81002	1501.1	2.922	34.596	91.2	34.593		43.24	0.00					0.04	3.01					
M77/3-CTD81	2009-01-17T09:29	-17.699700	-72.699800	1777.7	81001	1800.9	2.462	34.631	97.2			42.42	0.01					0.11	2.86					
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	3.8	82022	3.8	24.631	35.324	201.5	35.338	209.0	0.09	0.01		1.68		14.77	0.01	0.42	0.04000			0.74000	0.33
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	4.1	82023	4.1	24.678	35.316	202.4															
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	4.3	82024	4.3	24.707	35.308	201.7															
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	10.1	82021	10.2	24.209	35.375	203.3		215.9	0.05	0.01					0.10	0.47					
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	20.3	82020	20.5	22.383	35.208	222.2	35.148	246.6	0.00	0.00		1.27	3.78	12.01	0.03	0.52	0.05000	0.13			1.00
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	30.7	82019	31.0	17.139	34.801	245.0			0.14	0.02					0.01	0.45					
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	39.7	82018	40.1	16.507	34.766	231.8	34.775		2.38	0.33					0.04	0.58					
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	50.4	82017	50.9	16.288	34.841	209.8			7.83	0.61		1.21	2.25	11.95	0.20	0.94	0.05000	0.17		0.03000	0.33
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	59.6	82016	60.1	15.594	34.676	203.0	34.665		9.90	0.44					0.10	0.94					
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	79.7	82015	80.4	13.554	34.614	104.7			20.86	0.04		1.04	1.98	8.70	0.14	2.02	0.02000	0.15			0.14
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	99.7	82014	100.6	13.138	34.705	17.4	34.706		23.81	0.03					0.04	2.74					
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	118.7	82013	119.8	12.866	34.806	2.1			16.95	0.11		0.96	2.09	7.25	0.18	2.89	0.03000	0.11		0.09000	0.04
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	148.8	82012	150.2	12.516	34.834	2.0	34.834	1.7	17.55	1.91					0.07	2.86					
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	201.7	82009	203.6	11.809	34.816	2.2			24.77	4.77		1.43	3.58	11.81	0.07	2.79	0.02000	0.16		0.47000	0.05
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	201.9	82010	203.8	11.752	34.813	2.2															
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	202.1	82011	204.0	11.757	34.817	2.2															
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	395.1	82008	399.0	8.710	34.603	11.1	34.608		41.44	0.01		0.68	4.20	6.59	0.03	2.95	0.02000	0.23		0.09000	
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	593.5	82007	599.6	6.588	34.510	37.5			47.06	0.00		0.82		5.94	0.14	3.01	0.01000	0.17		0.07000	
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	799.8	82006	808.4	5.133	34.494	51.1															
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	799.8	82004	808.4	5.131	34.496	51.1	34.496	50.3	48.03	0.00					0.00	3.18					
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	800.3	82005	808.9	5.134	34.496	51.2															
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	988.4	82003	999.5	4.241	34.525	62.1			47.59	0.00		0.39		3.15	0.00	3.18	0.02000	0.22		0.26000	
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	1383.1	82002	1399.9	3.106	34.589	83.9	34.586	85.3	44.94	0.00					0.01	3.00					
M77/3-CTD82	2009-01-17T17:14	-18.000000	-73.416800	1778.8	82001	1802.0	2.446	34.629	102.1			42.80	0.00					0.08	2.90					
M77/3-CTD83	2009-01-18T10:10	-16.817300	-72.842500	2.5	83010	2.5	23.712	35.250	209.2															
M77/3-CTD83	2009-01-18T10:10	-16.817300	-72.842500	10.1	83009	10.2	17.558	34.839	251.1	34.830														
M77/3-CTD83	2009-01-18T10:10	-16.817300	-72.842500	19.7	83008	19.9	16.908	34.836	236.8															
M77/3-CTD83	2009-01-18T10:10	-16.817300	-72.842500	29.9	83007	30.2	14.924	34.660	175.7	34.658														
M77/3-CTD83	2009-01-18T10:10	-16.817300	-72.842500	39.4	83006	39.8	14.215	34.617	160.5	34.837														
M77/3-CTD83	2009-01-18T10:10	-16.817300	-72.842500	59.4	83005	59.9	13.508	34.846	7.4															
M77/3-CTD83	2009-01-18T10:10	-16.817300	-72.842500	77.9	83004	78.6	13.099	34.856	2.2															
M77/3-CTD83	2009-01-18T10:10	-16.817300	-72.842500	98.6	83003	99.5	12.844	34.875	2.3	34.878														
M77/3-CTD83	2009-01-18T10:10	-16.817300	-72.842500	118.9	83002	120.0	12.708	34.883	2.3															
M77/3-CTD83	2009-01-18T10:10	-16.817300	-72.842500	148.8	83001	150.2	12.342	34.850	2.4	34.851														
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	2.2	84013	2.2	19.097	34.867	252.8															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	10.1	84012	10.2	17.728	34.873	247.1															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	20.2	84011	20.4	15.042	34.810	131.4															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	29.9	84010	30.2	14.069	34.745	68.6															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	39.2	84009	39.6	13.739	34.728	61.1															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	50.2	84008	50.7	13.745	34.783	36.8															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	59.2	84007	59.7	13.543	34.847	10.4															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	69.6	84006	70.2	13.377	34.869	2.6															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	79.4	84005	80.1	13.005	34.879	2.2															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	89.2	84004	90.0	12.907	34.888	2.4															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	99.3	84003	100.2	12.717	34.884	2.4															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	109.1	84002	110.1	12.655	34.882	2.5															
M77/3-CTD84	2009-01-18T11:32	-16.771700	-72.816500	119.1	84001	120.2	12.649	34.882	2.4															
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	2.2	85023	2.2	18.143	34.943	225.3															
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	2.3	85016	2.3	18.134	34.930	223.7															
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	2.5	85015	2.5	18.202	34.929	225.5															
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	2.6	85024	2.6	18.144	34.934	227.2															
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	2.6	85017	2.6	18.086	34.936	220.5															
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	2.7	85022	2.7	17.995	34.929	224.2															
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	2.8	85018	2.8	17.948	34.931	210.3															
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	2.9	85021	2.9	17.955	34.936	219.7															
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	3.0	85014	3.0	18.178	34.937	228.1	34.930		3.57	0.23					0.26	1.11					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	3.1	85020	3.1	17.854	34.934	216.4															
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	3.2	85019	3.2	17.780	34.936	211.1															
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	10.2	85013	10.3	15.720	34.939	93.8			16.21	0.99					0.65	2.05					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	19.6	85012	19.8	15.130	34.942	57.2	34.940		14.69	1.03					1.29	2.69					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	30.6	85011	30.9	14.408	34.942	29.6			15.75	0.95					1.50	2.88					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	40.6	85010	41.0	13.866	34.960	6.7	34.961		16.73	2.14					0.36	2.89					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	49.8	85009	50.3	13.502	34.962	2.1			12.94	4.90					0.04	2.89					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	60.1	85008	60.6	13.421	34.958	2.1	34.957		10.44	5.48					0.00	2.96					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	69.3	85007	69.9	13.414	34.958	2.1			9.31	5.48					0.00	3.00					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	79.7	85006	80.4	13.356	34.956	2.0	34.954		7.17	5.64					0.00	3.06					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	88.9	85005	89.7	13.300	34.953	2.1			5.53	5.88					0.03	3.01					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	99.0	85004	99.9	13.281	34.950	2.1	34.951		4.52	5.93					0.00	3.07					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	109.5	85003	110.5	13.234	34.949	2.2			4.64	6.50					0.14	3.04					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	118.6	85002	119.7	13.210	34.947	2.2	34.949		5.93	7.24					0.33	2.94					
M77/3-CTD85	2009-01-19T07:46	-14.582500	-76.100200	128.3	85001	129.5	13.184	34.946	2.3			6.57	7.38					0.32	2.95					
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	2.0	86016	2.0	18.568	35.015	199.4	34.973	198.0	6.54	0.31		5.21	1.18	33.94	1.63	1.44				2.10000	2.33
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	10.2	86015	10.3	15.542	34.920	142.4		150.8	5.68	0.22					1.01	2.25					
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	20.0	86014	20.2	15.311	34.935	126.7	34.938	80.8	9.63	0.84		6.19	2.43	41.84	0.91	2.85				6.74000	6.08
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	29.8	86013	30.1	14.820	34.944	100.5			8.57	1.26					0.86	2.97					
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	39.1	86012	39.5	14.466	34.958	55.0	34.953	34.1	11.82	2.22					0.95	3.24					
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	50.3	86011	50.8	13.931	34.961	7.9			18.07	2.22		6.46	2.27	41.65	0.65	3.21				5.68000	0.79
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	60.4	86010	60.9	13.683	34.968	1.9	34.965		21.47	3.14					0.15	3.04					
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	69.1	86009	69.7	13.538	34.968	1.9			21.15	4.35					0.07	3.05					
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	79.5	86008	80.2	13.320	34.958	1.9	34.955		20.38	4.91		1.53	1.70	16.29	0.11	3.05				0.44000	0.06
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	88.5	86007	89.3	13.240	34.950	2.0			17.79	5.82					0.04	3.09					
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	99.5	86006	100.4	13.126	34.944	2.0	34.944		17.38	6.20		1.26	3.34	10.26	0.09	3.10				0.59000	0.10
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	119.3	86005	120.4	13.034	34.936	2.0		3.2	11.18	8.38					0.01	3.20					
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	148.0	86004	149.4	12.965	34.933	2.1	34.933		10.89	7.78		1.71	11.38	12.46	0.06	3.27	0.08000	0.12		0.26000	0.07
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	196.8	86003	198.7	12.710	34.917	2.1			22.71	3.49					0.07	3.10					
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	246.8	86001	249.2	12.400	34.900	2.2			16.52	5.61					0.09	3.02					
M77/3-CTD86	2009-01-19T09:45	-14.487700	-76.343200	247.1	86002	249.5	12.322	34.890	2.2	34.891		16.74	5.58		1.61	5.03	11.37	0.12	3.39	0.06000	0.27		0.70000	0.04
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	2.9	87023	2.9	22.577	34.960	220.5															
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	3.0	87020	3.0	22.578	34.960	221.5															
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	3.0	87018	3.0	22.585	34.959	221.7															
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	3.0	87017	3.0	22.583	34.958	221.4															
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	3.0	87015	3.0	22.588	34.965	220.8		220.2	0.61	0.08					0.66	1.19					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	3.1	87024	3.1	22.573	34.961	221.6															
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	3.1	87021	3.1	22.574	34.959	221.5															
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	3.2	87019	3.2	22.584	34.959	221.2															
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	3.2	87016	3.2	22.585	34.959	220.3															
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	3.2	87022	3.2	22.576	34.959	221.0															
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	10.2	87014	10.3	17.673	35.068	179.5		187.9	2.62	0.39					1.05	1.49					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	20.2	87013	20.4	16.916	35.055	187.8		189.0	10.92	0.60					0.56	1.61					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	30.9	87012	31.2	15.845	34.898	152.7	34.962		16.17	0.23					0.05	1.93					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	39.7	87011	40.1	15.309	34.901	115.0		91.0	22.05	0.19					0.15	2.43					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	49.3	87010	49.7	14.391	34.807	87.9	34.794		22.03	1.21					0.08	2.88					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	60.6	87009	61.2	14.152	34.862	48.3			20.97	1.92					0.00	3.01					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	69.7	87008	70.3	13.711	34.904	2.0	34.917		17.53	2.99					0.00	3.16					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	79.3	87007	80.0	13.703	34.944	2.0			13.38	5.31					0.02	3.15					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	87.2	87006	88.0	13.474	34.937	1.9	34.931		14.09	5.37					0.00	3.13					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	98.9	87005	99.8	13.142	34.910	2.0			12.69	6.52					0.00	3.14					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	109.7	87004	110.7	12.890	34.896	2.0	34.904	2.4	12.13	6.48					0.00	2.97					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	119.7	87003	120.8	12.748	34.884	2.1			11.40	7.68					0.00	3.15					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	148.9	87002	150.3	12.261	34.865	2.2	34.865		17.34	5.84					0.00	3.14					
M77/3-CTD87	2009-01-19T17:32	-13.750300	-77.334200	198.2	87001	200.1	11.715	34.848	2.3			30.10	1.28					0.00	3.06					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	2.5	88022	2.5	21.520	34.959	238.5															
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	2.6	88016	2.6	21.537	34.951	237.3															
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	2.8	88023	2.8	21.400	34.948	231.2															
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	2.9	88021	2.9	21.527	34.957	237.1															
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	3.0	88024	3.0	21.102	34.958	229.4															
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	3.1	88018	3.1	21.651	34.970	239.6															
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	3.1	88017	3.1	21.596	34.972	240.4															
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	3.1	88020	3.1	21.580	34.964	238.3															
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	3.2	88019	3.2	21.629	34.963	240.9															
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	3.2	88015	3.2	21.009	34.950	229.0		238.7	2.03	0.18					0.24	1.28					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	10.1	88014	10.2	16.839	34.968	140.7	34.968	131.6	14.51	1.02					1.41	2.24					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	20.2	88013	20.4	15.733	34.906	114.6		115.1	18.64	0.84					0.78	2.33					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	30.1	88012	30.4	14.970	34.932	45.8	34.936		28.00	0.17					0.04	3.03					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	39.6	88011	40.0	14.586	34.939	4.4		2.9	27.18	1.07					0.22	3.20					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	49.7	88010	50.2	14.385	34.974	1.8	34.948		25.77	1.00					0.00	2.88					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	59.9	88009	60.4	13.915	34.922	2.4			24.80	0.89					0.14	3.04					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	69.7	88008	70.3	13.612	34.920	1.9	34.922		22.28	1.42					0.19	3.04					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	79.6	88007	80.3	13.386	34.937	1.9			23.94	1.23					0.04	2.83					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	89.2	88006	90.0	13.189	34.944	2.0	34.944		24.66	2.70					0.00	2.86					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	98.9	88005	99.8	13.130	34.945	2.0			26.39	2.06					0.00	2.96					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	109.4	88004	110.4	12.975	34.928	2.0	34.930	2.4	27.73	0.40					0.03	2.79					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	119.0	88003	120.1	12.951	34.931	2.0			29.16	0.28					0.15	2.96					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	149.4	88002	150.8	12.658	34.913	2.1	34.915		28.94	0.94					0.00	3.01					
M77/3-CTD88	2009-01-19T20:18	-13.751700	-77.034200	198.4	88001	200.3	12.168	34.877	2.2			22.73	5.24					0.00	3.12					
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	2.6	89013	2.6	21.420	34.960	242.1		218.8													
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	10.5	89012	10.6	15.954	34.930	112.4		114.4													
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	20.4	89011	20.6	15.425	34.903	101.9		56.6													
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	30.2	89010	30.5	14.811	34.933	22.9															
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	40.0	89009	40.4	14.451	34.952	1.9		2.0													
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	50.6	89008	51.1	14.085	34.924	2.1															
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	59.5	89007	60.0	13.776	34.925	1.9															
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	70.5	89006	71.1	13.538	34.921	1.9															
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	80.0	89005	80.7	13.403	34.942	2.0															
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	90.3	89004	91.1	13.324	34.956	2.0															
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	100.2	89003	101.1	13.197	34.948	2.1															
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	109.5	89002	110.5	13.096	34.940	2.1		2.6													
M77/3-CTD89	2009-01-20T02:42	-13.751700	-77.034200	119.3	89001	120.4	13.000	34.936	2.0															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	202.0	90022	203.9	11.706	34.833	2.2															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	202.3	90019	204.2	11.707	34.833	2.2															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	202.4	90021	204.3	11.706	34.833	2.2															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	202.7	90024	204.6	11.707	34.833	2.2															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	203.0	90020	204.9	11.703	34.833	2.2															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	203.1	90023	205.0	11.703	34.834	2.2															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	798.9	90017	807.5	5.351	34.529	30.3															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	799.2	90018	807.8	5.350	34.529	30.3															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	799.2	90013	807.8	5.352	34.528	30.2															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	799.2	90016	807.8	5.351	34.528	30.3															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	799.4	90014	808.0	5.353	34.528	30.4															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	799.5	90015	808.1	5.353	34.528	30.3															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	1993.1	90009	2020.1	2.269	34.650	96.3															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	1993.4	90010	2020.4	2.269	34.650	95.7															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	1993.9	90007	2020.9	2.269	34.650	95.8															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	1994.2	90011	2021.2	2.269	34.650	96.1															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	1994.5	90012	2021.5	2.269	34.650	95.6															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	1994.5	90008	2021.5	2.269	34.650	95.5															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	3486.6	90006	3545.9	1.799	34.688	124.5															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	3486.6	90001	3545.9	1.799	34.688	124.5	34.684														
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	3486.7	90005	3546.0	1.799	34.688	124.2															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	3486.8	90002	3546.1	1.799	34.688	124.5															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	3486.8	90004	3546.1	1.799	34.688	124.6															
M77/3-CTD90	2009-01-20T06:24	-13.750000	-77.422300	3486.9	90003	3546.2	1.799	34.688	124.2															
M77/3-CTD91	2009-01-20T10:13	-13.750200	-77.033500	2.2	91013	2.2	18.724	34.924	188.6															
